commit	date	paths	disposition	reason	decision_threads	evidence_ids
21bc62e2797de27f956f5fb0b807cd7a75cde844	2026-06-14T21:28:02+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds saved-artifact naming and manifest conventions for M-ESQ-EVAL evidence to the tests owner and handoff pointer; an operator/procedural addition to the existing evidence-workflow owner.		
48c95ddcbf82bcfe92024afeb45c97392bda4b79	2026-06-14T21:34:07+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds an evidence artifact sanity checklist for verifying manually collected M-ESQ-EVAL artifacts before use; an operator/procedural addition to the existing evidence-workflow owner.		
d061456b4127d0fd861c713774675430fb03f0b0	2026-06-14T21:39:02+02:00	docs/codebase-review/06-tests-and-contracts.md	clerical	RJ — Removes a duplicated run-sequence block and a redundant role example from the evidence-workflow section, leaving the same steps and allowed role strings; a purely mechanical de-duplication with no semantic change.		
2849edf39bebd4f12d49a895d1d92d7e4036f896	2026-06-14T21:43:37+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md	semantic-scan	RJ — Restructures and compacts the handoff M-ESQ-EVAL status into exists/can-collect/non-production sections while deferring the six-query role map to the tests owner; a documentation-architecture restructure of an existing owner.		
751fa72f474aa291bf20aad5d847b3fd82e9c6e1	2026-06-14T21:47:10+02:00	docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds an evidence-collection dry-run preflight checklist to the tests owner; an operator/procedural addition to the existing evidence-workflow owner.		
ac6046e44f906a1d7b8eb7140c979f099d529824	2026-06-14T21:50:57+02:00	docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds saved-comparison interpretation notes stating what comparison output is and is not evidence of; an operator/procedural addition to the existing evidence-workflow owner.		
5d0f718a4a9a955abdaa43a92e3ff3fcdf062b45	2026-06-14T21:57:03+02:00	docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds a compact M-ESQ-EVAL operator navigation index to the tests owner; an operator/procedural addition to the existing evidence-workflow owner.		
c10f6dc433202f16c25dd4a697dc164e0420ef8f	2026-06-14T23:04:03+02:00	docs/codebase-review/06-tests-and-contracts.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	deep	RJ — Creates the new M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md as a local operator run template (workspace, commands, multi-payload split, first-run example) and points the tests owner to it; a new evaluation/operations documentary owner.	T-17	E-0196
73c6cdbf6e064bdb4e267f438d8d503d32aa588e	2026-06-15T00:30:59+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Adds a coordinator-reminder priority rule forbidding terminal-closing or globally-behavior-changing copy-paste commands in user-facing bundles; a governance/safety rule.	T-46	E-0515
158f3d93df49cf4511da77b2f1a5573a4bdee005	2026-06-15T00:35:03+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Adds a no-/tmp-for-persisted-evidence rule to the reminder and documents roleDeltas/roleAggregates comparison output semantics in the tests owner and handoff; a governance plus evaluation-semantics update.	T-43	E-0516
5b526c837aa995ba31c8e683eed1cb22569055f3	2026-06-15T00:45:54+02:00	docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	semantic-scan	RJ — Updates the run template to use a stable persisted workspace and to replace an exiting error path with a non-terminating BLOCKED branch; a procedure refinement to an existing owner.		
37dbf09c318e44082d71cbb4699e5977719e3ef0	2026-06-15T00:51:20+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Records the first concrete M-ESQ-EVAL evidence summary for the SemanticBroadSmoke subset (per-run qdrant recall/complement/noise/overlap/gain counts and deltas) in the handoff and tests owner; the first real offline evaluation evidence entered into documentation.	T-17	E-0197
89eaa2f89deeb5b9c88fd2d4b1f5681524df7e38	2026-06-15T01:07:49+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Documents the queryDeltas comparison output contract (derivation, ordering, omission on all-zero) in the tests owner and handoff; an evaluation-semantics addition to the existing owner.		
8cf32c6006ff0e4d169b05cb4043859a008be197	2026-06-15T01:15:37+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	semantic-scan	RJ — Changes the default evidence workspace in the reminder and run template from a home path to a gitignored project-local path; a procedure refinement.	T-43	E-0517
207fe65f82d0edb2f441dad3c72b6a27ea0a9335	2026-06-15T01:18:22+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Updates the replayed-evidence note to confirm queryDeltas presence and omission behavior; a status update to the existing owner.		
dffa5fc0e0a7fbd71d6c31a542154b659c29ab0f	2026-06-15T10:12:40+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Defines the EngineEvalQueryClass classification contract (stable class order, language tags ignored, unknown non-language tags fail, observed query-type tags) in the handoff and tests owner; a new offline/eval terminology and normative contract.	T-17	E-0198
3cbcd6ca4dc5fa7cb39dc4e56c09c2b87de92b76	2026-06-15T10:22:52+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Defines the EngineEvalQueryClassBreakdown sidecar contract (explicit sidecar map, multi-class contribution, dedup, missing-entry failure, stable bucket order) in the handoff and tests owner; a new offline/eval evidence contract.	T-17	E-0199
2edf82b46c013b5142395904c1be391ce93d64c4	2026-06-15T10:40:02+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Defines the EngineEvalSavedReportComparison class-delta sidecar comparison contract in the handoff and tests owner; a new offline/eval evidence contract.	T-17	E-0200
4ede56ac4e3df86451d07fcfe4b13aca0c81c5b2	2026-06-15T11:03:51+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Refines and corrects the classDeltas sidecar contract wording and method names, adds exact sidecar JSON shape and class-name validation rules, and corrects the earlier not-yet-wired claim; a semantic refinement/correction of an existing contract.		
e797b189baeb3edded3a8a3e4e5e530168778d66	2026-06-15T11:15:30+02:00	docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Corrects the M-ESQ-EVAL evidence workspace path in the tests owner; a small wording/path fix to the existing evidence-workflow owner.		
e194f0e2bb30b73bab82a873580e9040e3569808	2026-06-15T11:23:52+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Deduplicates M-ESQ-EVAL detail out of the handoff and defers it to the tests owner; a documentation-architecture consolidation between existing owners.		
538de96d172d163077367d89181ba51408fc6ad5	2026-06-15T11:43:50+02:00	docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	semantic-scan	RJ — Adds EngineEval class-sidecar artifact examples to the local run template; a procedural addition to the existing evidence-workflow owner.		
b0d46b6de000c1bf0c095a8a360d6fd43db654b6	2026-06-15T12:08:38+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Records validated class-sidecar replay evidence for saved-report comparison; an additional offline evidence result entered into existing owners.		
8d3b7e182362eb12d4bcfbe05386c76b64c90955	2026-06-15T12:11:42+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md;docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	semantic-scan	RJ — Adds a cpf terminal-only caveat to the reminder and run template; a governance/procedure note.		
b1733426d17cc0d736790415895d2fcd6c7c7ed4	2026-06-15T12:13:44+02:00	docs/local/M_ESQ_EVAL_EVIDENCE_RUN_TEMPLATE.md	semantic-scan	RJ — Documents a saved-aggregate restore requirement in the run template; a procedural addition.		
83d0d1da31a3de3e77dba6ccdec7c8d1aafb6b2b	2026-06-15T12:21:33+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md	semantic-scan	RJ — Compacts the handoff M-ESQ-EVAL status and relabels the current checkpoint as expanded M3 / B-lite evidence; a status restructure and relabel of an existing owner.		
bf02e170907e4dea2cfd23d236f210d4df882cd1	2026-06-15T12:40:14+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md	semantic-scan	RJ — Restores the M-ESQ-EVAL documentation hierarchy by consolidating handoff status and deferring detail to the tests owner; a documentation-organization move between existing owners with no new decision.		
51770e335f990809b10edcc085d881e839f0b9b3	2026-06-15T12:58:18+02:00	docs/codebase-review/07-current-gaps-and-roadmap.md	semantic-scan	RJ — Finishes the roadmap hierarchy cleanup after the M4 addition; a documentation-organization edit.		
1992f971ba340f5c815a8855a9290738f7bd4dc0	2026-06-15T13:29:55+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md	deep	RJ — Establishes ES lifecycle design as the next strategic gate before any Qdrant shadow, with the rationale that shadowing needs a stable serving baseline, observability and a kill-switch and would otherwise compare against a lifecycle-incomplete route, and clarifies that eager seed index preparation is not a production ES lifecycle policy.	T-19,T-22	E-0201
3b5334547649fdc8020f0327432e81b97686ba62	2026-06-15T13:44:51+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md	deep	RJ — Adds an ES lifecycle design gate and an architecture note enumerating current lifecycle design surfaces (seed loader/ready path, ES readiness/init, client operations, route composition boundary) while stating the lifecycle policy is not yet decided; a new architectural design gate.	T-19	E-0202
b9f1137887dbdf5b73c0771d48babf7b337c452f	2026-06-15T13:49:33+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md	deep	RJ — Introduces the M4 ES lifecycle design gate with a decision inventory (catalog source of truth, index naming, alias/blue-green, startup, runtime refresh, rollback, freshness/staleness, observability) and the roadmap position that M4 precedes M5 and M6; a major migration-sequencing decision record.	T-19	E-0203
09e2965082750e5d8e2fedee51ed4a8407cf29a0	2026-06-15T14:13:56+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Adds a reminder rule forbidding mandatory review as the sole next task; a governance refinement.		
24b57a214e4e434e424aeeab6130cfbb9ba2ff7d	2026-06-15T14:21:14+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Requires three-part closeout bundles in the coordinator reminder; a governance refinement.		
f2999fc0c64e598c67782f4e83037e1521b4b235	2026-06-15T14:25:56+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Requires a next-task prompt in accepted closeout; a governance refinement.		
fdb5113e0195c65bfdf6638ba1fcaf0da2e841d4	2026-06-15T14:33:35+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Requires downstream options after every prompt; a governance refinement.		
9591a9fa6f1f3f09d74190384b756c8d36abdab8	2026-06-15T14:52:29+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Forbids delegated-looking read-only prompts; a governance refinement.		
beaefd26282d3222753f5b232dc61dd2fa7ecb93	2026-06-15T15:18:44+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md	semantic-scan	RJ — Deduplicates the M4/M5 lifecycle status across handoff, architecture and roadmap; a documentation-consolidation edit.		
0770fa5ea4a71701a90df511bea96f2c89dfcdb7	2026-06-15T15:32:57+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md	semantic-scan	RJ — Records the M5 metadata DI handle status without duplicating the M4/M5 prose; a status addition.		
01326ff7b9f6494909f90e0d48632148baa86e08	2026-06-15T15:45:15+02:00	AGENTS.md;docs/local/COORDINATOR_PROMPTING_REMINDER.md	deep	RJ — Adds an explicit scope/source-of-truth boundary making AGENTS the guardrail source truth for bounded edits/checks/safety while reserving coordinator closeout/bundle/format rules to the reminder, with conflict-resolution rules; a source-of-truth ownership designation.	T-16	E-0204
3a08d9adb5c3773cbdeff10b1cd854ef08065a9e	2026-06-15T16:15:48+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Forbids attachment references in external prompts; a governance refinement.		
c19f68c7e4c5c8699f00619d26898e5963db1abb	2026-06-15T16:42:31+02:00	docs/local/COORDINATOR_PROMPTING_REMINDER.md	semantic-scan	RJ — Removes reusable read-only prompt forms from the reminder; a governance refinement.		
503e5b4fbc9158da8c9e0cbb55f70ca08d989e75	2026-06-16T14:14:09+02:00	AGENTS.md;ONBOARDING.md;docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md	deep	RJ — Restructures and compacts AGENTS governance (removing the just-added Scope block and several verification labels) and deletes ONBOARDING.md, retiring the coordinator onboarding owner created at ordinal 170; inspection of the documentation portion of a mixed test-and-docs commit recording a documentary retirement.	T-16	E-0205
a868fb6c25751641dc9966d39b82ebbb4f93663e	2026-06-17T14:24:31+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/LOCAL_LLM_MODEL_SELECTION_POLICY.md (deleted);docs/codebase-review/INVENTORY.md;docs/local/COORDINATOR_PROMPTING_REMINDER.md (renamed to COORDINATOR_WORKFLOW_AND_PROMPTING.md)	deep	RJ — Deletes the LOCAL_LLM_MODEL_SELECTION_POLICY.md owner created at ordinal 166 by merging it into the coordinator guide and renames COORDINATOR_PROMPTING_REMINDER.md to COORDINATOR_WORKFLOW_AND_PROMPTING.md at 91 percent similarity, updating the review INVENTORY; a major documentary transfer and rename.	T-16,T-46	E-0206
6467449154e26398733362c0e625c3ce381037db	2026-06-17T14:29:36+02:00	AGENTS.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/INVENTORY.md	semantic-scan	RJ — Cleans AGENTS ownership wording and syncs the architecture, roadmap, observed-decisions and INVENTORY owners; a wording/ownership sync.		
ebaaaec02a85fd22167c5a32d01b20a8346e0384	2026-06-17T14:32:13+02:00	docs/local/COORDINATOR_WORKFLOW_AND_PROMPTING.md	semantic-scan	RJ — Deduplicates model recommendation guidance in the renamed coordinator workflow guide; a consolidation edit.		
a4813402d313cd1edf1d93de9c119bce97b93259	2026-06-17T14:58:54+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/INVENTORY.md	semantic-scan	RJ — Reduces duplicated roadmap status prose across handoff, architecture, tests and INVENTORY; a documentation-consolidation edit.		
dcb85a824c599d50c279a6d284c088395159b56d	2026-06-17T15:04:38+02:00	AGENTS.md;docs/codebase-review/INVENTORY.md	semantic-scan	RJ — Makes AGENTS self-contained with a small INVENTORY wording sync; a wording edit.		
c1a1260c239a76f5fedbb8354560b12745cc676f	2026-06-18T11:51:07+02:00	docs/codebase-review/04-api-and-http-contracts.md	deep	RJ — Realigns the BeautySearch route contract documentation from the in-memory/rollback characterization to the current ES-backed apiElasticsearch characterization and changes the documented per-request behavior claims to the ES zero-hit stub results; a source-of-truth and route-behavior realignment.	T-03,T-13,T-14,T-15	E-0207
c25090886e4337d31c2de9ee71c0fa8f1e5b78c2	2026-06-18T12:13:32+02:00	docs/codebase-review/04-api-and-http-contracts.md	deep	RJ — Adds a bad-input hardening design gate documenting that body-decode failures currently map to HTTP 500 with empty body as a pinned compatibility policy and enumerating the minimum decisions before any 4xx hardening; a new architectural requirement/gate.	T-03	E-0208
171d5ce843c7c831e7b1f689c568157f4cdf5c33	2026-06-18T13:06:00+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Supersedes the ordinal-256 hardening gate 47 minutes later: decode/reject/exception shims removed, Tapir defaults adopted, body-decode failures move from the pinned 500 compatibility policy to global 400 BadRequest before service/ES, and the gate section becomes a default bad-input boundary with remaining future decisions.	T-03	E-0209
3fa8a0b7db8d2f992fa0a9e046135910b92d542e	2026-06-18T14:34:03+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Adds endpoint-boundary semantic request validation (non-blank query, limit bounds, coordinate ranges), flipping the documented current-behavior not-validated characterizations to 400 validations and shrinking the desired-vs-current gap list.	T-35	E-0210
7d84331aa5baa321c78cf7790d820a07bce65301	2026-06-18T14:49:11+02:00	docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Adds a structured bad-request design boundary: confirmed current state (no HttpApiFailure.BadRequest), two costed implementation paths, a decision matrix and a test plan; structured implementation explicitly not approved.	T-03,T-18	E-0211
b7276e4b60ae9c2ca885340834644cfbac99780f	2026-06-18T20:49:56+02:00	docs/LOCAL_LLM_TAPIR_HTTP_REFERENCE.md;docs/codebase-review/01-system-map.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/INVENTORY.md	deep	RJ — Retires the TapirHttpSupport owner corpus-wide: the reference document is rewritten to the direct-interpreter pattern, reversing the March E-0004 preservation stance (Tapir defaults were not source of truth / do not silently accept them → defaults are the pattern / do not add custom handlers without an explicit contract task); six review owners sync and stale 05 route characterizations flip to the default-400 semantics.	T-03,T-04	E-0212,E-0213
ca9de6b4748654144d1ac5fa813e9dd6b233c0d6	2026-06-18T21:18:58+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Implements the ordinal-259 route/domain path ~30 minutes after the wrapper removal: structured HttpApiFailure.BadRequest with stable codes moves semantic validation into the API adapter; decode failures remain Tapir defaults; the design gate becomes a current-state description.	T-03,T-35	E-0214
c1495f5069195ea02f557505e8b6603f534b0980	2026-06-18T21:33:29+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Introduces the named public contract BeautySearchRequestContract as the documentary public surface for limits and semantic error descriptors with source-backed MaxLimit and an explicit mirror assertion; a source-of-truth mechanism change for the request boundary.	T-03,T-06	E-0215
e19c0d75b3cb58d3e0bd50100efd16c808076141	2026-06-18T21:39:56+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	semantic-scan	RJ — Adds public request/response/error examples to 04 with a handoff pointer and states the intentional non-pinning of generated decode bodies; restates the status established at ordinals 261–262 without a new decision.	T-03	E-0216
ae4c31ec8757080b84c0582dd96da8aa28db3af4	2026-06-18T21:54:00+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md	deep	RJ — Declares the public request contract frozen/stable and adds regression checklists and freeze-pinning suites across three owners; a same-day characterized→normative-stable transition with explicit future-edit governance rules.	T-03	E-0217
0f45e506a923d6b4b72703e11a75b6eaaaef6233	2026-06-18T22:00:53+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/INVENTORY.md	deep	RJ — Advances M5 from Started to Progress with route-module metadata proof of the SeedOnlyNotProductionLifecycle seam, registers ElasticsearchSeedLifecycleMetadata in the INVENTORY with explicit non-serving walls.	T-19	E-0218
3f68635a8b4a54f67c673c58da81fe06886f757c	2026-06-18T22:05:54+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/INVENTORY.md	deep	RJ — Defines the remaining production ES lifecycle contract as six named areas (startup readiness, replacement, freshness, refresh, rollback, operator-visible status) with a future-test inventory and a new observed-decision record; M5 explicitly kept incomplete.	T-19	E-0219
fbd7289d59d148341798ccb5a3b55f938d70f565	2026-06-18T22:18:41+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/INVENTORY.md	deep	RJ — Adds ElasticsearchProductionReadinessState: absence of production capability becomes an explicit documented state (NotEnforced/NotConfigured/NotTracked/EagerSeedPreparationOnly/NotExposed) bound through DI, with the decision record rewritten minutes after creation.	T-19	E-0220
0dfcc605357fb04e7f9ac6a250949838b56dc5d3	2026-06-18T22:27:12+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/INVENTORY.md	deep	RJ — Creates the design-only ES_LIFECYCLE_STATUS_DESIGN.md owner (new lineage path) fixing the operator-facing status shape with productionLifecycleComplete=false rule and non-approved boundaries, registered across six owners.	T-19	E-0221
4a273d54fd6ef56964e46991035d96024ffc5c9b	2026-06-18T22:35:57+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/INVENTORY.md	deep	RJ — The lifecycle-status design document flips its own status header from design-only to model/encoder-implemented-exposure-incomplete as ElasticsearchLifecycleStatusResponse is documented; M4/M5 milestone wording updates track a temporary-machinery boundary shift.	T-19	E-0222
a1fb1c2c59536b88d78c98d4256f17ccab4bc7f7	2026-06-18T22:43:53+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/INVENTORY.md	deep	RJ — Adds the pure unbound ElasticsearchStartupReadinessTransition model with NotEnforced serving decision for both outcomes, extending the documented startup-readiness ladder while explicitly not wiring composition.	T-19	E-0223
4591274fd9f948b696ca239b5202fb02ecb197f8	2026-06-18T22:50:31+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md	semantic-scan	RJ — Records transition-to-status JSON-equality alignment proof and refines the decision-10 consequence wording; a coverage/status refinement without a new boundary decision.	T-19	E-0224
3c91503d842296eb45b4d7b6333389311c5bf912	2026-06-18T22:55:01+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/INVENTORY.md;docs/demo/beauty-search-es-seed-demo-queries.md;docs/demo/beauty-search-es-seed-demo.md;docs/http-legacy-json-contracts.md;docs/http-master-service-offer-variant-typed-get-plan.md	deep	RJ — Creates the Docs pruning candidates governance table (delete candidate vs stale-but-retained vs retain classifications), rewrites the typed-GET plan into a historical note, narrows the legacy-JSON inventory to its residual Profile value, and adds an incremental-pruning rule blocking broad deletion; documentation-governance ownership is relocated into INVENTORY.	T-44	E-0225
9ae0e20426138bdfbc85a966ace50eba2ce99bef	2026-06-18T23:12:22+02:00	docs/codebase-review/04-api-and-http-contracts.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/INVENTORY.md;docs/codebase-review/PASS_3_AUDIT.md;docs/codebase-review/REVIEW_NOTES.md;docs/http-legacy-json-contracts.md;docs/http-master-service-offer-variant-typed-get-plan.md	deep	RJ — Major documentary retirement: both HTTP migration docs (ordinals 78/85 owners) are deleted after the ProfileApi/LegacyJsonResponse exception and typed-GET completion truth is moved into 04/06; review-note and audit references are rewritten post-deletion; a transfer-audit seed.	T-03,T-44	E-0226
c54a251e66940de52f03af8c744b16c3f215a67a	2026-06-18T23:23:53+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/INVENTORY.md	deep	RJ — Flips the startup transition from not-wired to DI-bound-but-non-serving through the ES seed route graphs, a documented wiring-status change across seven owners with the no-gating wall restated.	T-19	E-0227
04507b959aae7005bf7eaf9414d05975b58b95c7	2026-06-18T23:33:44+02:00	docs/BEAUTYQ_CURRENT_STATE_AND_HANDOFF.md;docs/codebase-review/05-search-and-retrieval-architecture.md;docs/codebase-review/06-tests-and-contracts.md;docs/codebase-review/07-current-gaps-and-roadmap.md;docs/codebase-review/ARCHITECTURE_DECISIONS_OBSERVED.md;docs/codebase-review/ES_LIFECYCLE_STATUS_DESIGN.md;docs/codebase-review/INVENTORY.md	deep	RJ — Adds the pure non-serving ElasticsearchStartupReadinessStatusResponse projection with a fixed prepared/failed JSON shape to the design doc's implemented boundary, extending the operator-visibility ladder without exposure.	T-19	E-0228
